student_id,SS1_result_avg,SS2_result_avg,SS3_mock_result,absences,studytime,extra_tutoring,school_support,internet_access,CBT_preparation,health_status,wants_higher_education,wants_trade,CBT_outcome
1950,42,58,Pass,2,3,no,no,no,yes,Good,no,yes,High
1951,52,60,Fail,5,3,yes,yes,no,yes,Good,yes,no,High
1952,70,55,Pass,5,2,yes,yes,yes,yes,Poor,yes,no,High
1953,61,55,Fail,6,2,yes,no,no,yes,Average,yes,no,High
1954,62,47,Fail,1,2,no,no,yes,yes,Very Good,yes,yes,High
1955,63,58,Fail,3,2,yes,no,yes,yes,Poor,no,yes,High
1956,59,50,Pass,9,3,yes,yes,yes,no,Average,yes,no,High
1957,56,62,Pass,6,1,no,no,yes,no,Very Poor,yes,no,Low
1958,61,59,Fail,5,2,no,yes,no,yes,Average,no,yes,High
1959,49,60,Fail,4,3,no,no,no,yes,Average,yes,yes,Low
1960,40,74,Fail,3,2,no,no,no,yes,Very Poor,no,yes,High
1961,62,57,Pass,11,4,yes,no,no,yes,Very Poor,no,yes,Low
1962,67,65,Pass,6,2,no,no,no,yes,Average,no,yes,High
1963,43,78,Fail,3,2,yes,yes,no,yes,Average,yes,no,High
1964,63,71,Fail,7,1,yes,no,no,yes,Very Poor,yes,no,High
1965,71,69,Fail,6,2,yes,no,yes,yes,Very Good,yes,yes,High
1966,54,54,Pass,2,2,yes,yes,no,yes,Average,yes,no,Low
1967,46,60,Fail,4,2,yes,no,no,no,Poor,yes,no,Low
1968,56,44,Pass,5,1,yes,no,no,no,Very Good,yes,no,High
1969,49,62,Fail,2,2,no,yes,no,yes,Average,yes,no,Low
1970,48,60,Pass,2,2,yes,no,no,no,Poor,yes,no,High
1971,59,58,Pass,4,1,no,yes,no,no,Very Good,yes,no,High
1972,38,68,Fail,6,3,no,no,no,no,Poor,yes,no,Low
1973,40,45,Pass,4,4,no,no,no,no,Very Good,no,no,High
1974,55,74,Pass,6,4,yes,yes,yes,no,Good,yes,yes,High
1975,54,67,Pass,8,4,no,no,yes,yes,Average,yes,no,High
1976,58,57,Fail,7,3,no,no,no,yes,Very Poor,yes,no,High
1977,73,56,Pass,8,2,no,no,yes,no,Very Poor,yes,yes,High
1978,56,62,Pass,5,2,yes,yes,yes,yes,Poor,yes,no,High
1979,60,73,Fail,1,2,yes,no,no,no,Very Good,yes,no,Low
1980,45,59,Pass,5,3,yes,no,no,no,Average,no,yes,High
1981,62,59,Pass,5,4,yes,yes,no,yes,Very Poor,yes,no,High
1982,49,58,Pass,7,2,no,yes,no,yes,Average,yes,no,Low
1983,55,75,Fail,2,2,no,no,no,yes,Poor,no,no,High
1984,53,54,Pass,6,3,yes,no,no,yes,Poor,yes,yes,High
1985,65,57,Fail,6,2,yes,no,no,yes,Poor,yes,no,Low
1986,41,72,Pass,3,2,yes,no,no,yes,Good,no,no,Low
1987,32,59,Fail,5,2,yes,yes,yes,yes,Very Poor,yes,yes,High
1988,52,69,Fail,7,4,no,no,no,yes,Average,yes,no,Low
1989,59,48,Pass,4,2,no,no,no,yes,Very Poor,no,yes,Low
1990,56,55,Pass,3,2,yes,no,yes,no,Average,yes,no,High
1991,67,72,Fail,2,2,yes,yes,no,no,Average,yes,no,High
1992,59,51,Pass,4,2,no,no,no,yes,Very Poor,yes,no,High
1993,49,56,Fail,8,2,yes,no,yes,yes,Average,yes,no,High
1994,31,60,Pass,9,2,no,no,no,no,Average,yes,no,High
1995,52,48,Fail,11,2,no,no,yes,yes,Poor,yes,no,Low
1996,65,53,Pass,4,1,no,yes,yes,yes,Good,no,no,Low
1997,51,59,Fail,8,2,yes,no,no,yes,Average,no,yes,High
1998,55,58,Pass,2,2,yes,no,no,yes,Good,yes,yes,High
1999,59,70,Pass,2,4,no,no,yes,yes,Average,yes,no,High
2000,44,73,Pass,8,1,yes,yes,no,yes,Very Good,yes,yes,High
